"User-ID;""Location"";""Age"""
"235836;""sydney", new south wales," australia"";""32"""
"235840;""wingham", ontario," canada"";NULL"
"235844;""morija", morija," lesotho"";""32"""
"235848;""reggio emilia", emilia romagna," italy"";""21"""
"235852;""rye", england," united kingdom"";NULL"
"235856;""philadelphia", pennsylvania," usa"";""29"""
"235860;""soquel", california," usa"";NULL"
"235864;""toronto", ontario," canada"";""35"""
"235868;""oostende", west vlaanderen (w-vl)," belgium"";""38"""
"235872;""buffalo", new york," usa"";NULL"
"235876;""milwaukie", oregon," usa"";""17"""
"235880;""plano", texas," usa"";""23"""
"235884;""lakewood", colorado," usa"";NULL"
"235888;""boston", massachusetts," usa"";""24"""
"235892;""gracanica", abruzzo," bosnia and herzegovina"";""18"""
"235896;""london", n/a," united kingdom"";""32"""
"235900;""east finchley",, london,," united kingdom"";""25"""
"235904;""olympia", washington," usa"";NULL"
"235908;""cypress", texas," usa"";""34"""
"235912;""valparaiso", region de valparaiso," chile"";""19"""
"235916;""omaha", nebraska," usa"";NULL"
"235920;""perth", western australia," australia"";""24"""
"235924;""hobbiton", victoria," australia"";""21"""
"235928;""aix en provence", paca," france"";""18"""
"235932;""syracuse", new york," usa"";NULL"
"235936;""bratislava", n/a," slovakia"";""27"""
"235940;""new york city", new york," usa"";""27"""
"235944;""milano", lombardia," italy"";NULL"
"235948;""london", england," united kingdom"";NULL"
"235952;""layton", utah," usa"";""25"""
"235956;""scottsdale", arizona," usa"";""29"""
"235960;""white sulphur springs", montana," usa"";""18"""
"235964;""gijon", asturias," spain"";""31"""
"235968;""smithers", british columbia," canada"";""47"""
"235972;""vernon", connecticut," usa"";""39"""
"235976;""berlin", berlin," germany"";""29"""
"235980;""wolverhampton", england," united kingdom"";""20"""
"235984;""osage", iowa," usa"";""43"""
"235988;""stroud", england," united kingdom"";NULL"
"235992;""watson", louisiana," usa"";""53"""
"235996;""palma de mallorca", baleares," spain"";""19"""
"236000;""madrid", madrid," spain"";""24"""
"236004;""london", england," united kingdom"";NULL"
"236008;""hampton", new brunswick," canada"";NULL"
"236012;""st. catharines", ontario," canada"";NULL"
"236016;""birmingham", england," united kingdom"";""16"""
"236020;""milano", lombardia," italy"";NULL"
"236024;""franklin square", new york," usa"";NULL"
"236028;""juplonia", ," estonia"";NULL"
"236032;""long beach", california," usa"";""46"""
"236036;""perth", western australia," australia"";""20"""
"236040;""peterborough", cambridgeshire," united kingdom"";""40"""
"236044;""cincinnati", ohio," usa"";NULL"
"236048;""malaga", *n/a*," spain"";""16"""
"236052;""siena", toscana," italy"";""54"""
"236056;""st. louis", missouri," usa"";NULL"
"236060;""catanzaro", calabria," italy"";""31"""
"236064;""durham", n/a," united kingdom"";""25"""
"236068;""dungannon", co. tyrone," united kingdom"";""17"""
"236072;""clyde hill", washington," usa"";""51"""
"236076;""st. charles", missouri," usa"";NULL"
"236080;""london", london," united kingdom"";""24"""
"236084;""wilmington", delaware," usa"";NULL"
"236088;""ekalaka", montana," usa"";""46"""
"236093;""chicago", illinois," usa"";""39"""
"236097;""san francisco", california," usa"";NULL"
"236101;""milton keynes", england," united kingdom"";NULL"
"236105;""waukegan", illinois," usa"";NULL"
"236109;""los angeles", california," usa"";NULL"
"236113;""vancouver", british columbia," canada"";""25"""
"236117;""belfast", northern ireland," united kingdom"";""34"""
"236121;""kitchener", ontario," canada"";NULL"
"236125;""aberdeen", scotland," united kingdom"";NULL"
"236129;""clarksville", maryland," usa"";""18"""
"236133;""saluda", south carolina," usa"";NULL"
"236137;""salmon arm", british columbia," canada"";""17"""
"236141;""suzzara", lombardia," italy"";""18"""
"236145;""melbourne", victoria," australia"";""25"""
"236149;""calgary", alberta," canada"";""33"""
"236153;""nottingham", n/a," united kingdom"";""28"""
"236157;""montreal", quebec," canada"";""57"""
"236161;""boston", massachusetts," usa"";""27"""
"236165;""cabool", missouri," usa"";""20"""
"236169;""richmond", virginia," usa"";""65"""
"236173;""perth", western australia," australia"";""33"""
"236177;""melbourne", victoria," australia"";""30"""
"236181;""clarendon hills", illinois," usa"";""43"""
"236185;""rockford", illinois," usa"";""50"""
"236189;""conway", pennsylvania," usa"";""47"""
"236193;""alamogordo", new mexico," usa"";""38"""
"236197;""salt lake city", utah," usa"";""32"""
"236201;""brookings", south dakota," usa"";NULL"
"236205;""washington", dc," usa"";NULL"
"236209;""albany", oregon," usa"";NULL"
"236213;""sheffield", south yorkshire," united kingdom"";""28"""
"236217;""st. albert", alberta," canada"";""15"""
"236221;""ellensburg", washington," usa"";""22"""
"236225;""garden city", new york," usa"";NULL"
"236229;""lisboa", portugal," portugal"";""20"""
"236233;""yakima", washington," usa"";NULL"
"236237;""southend on sea", essex," united kingdom"";""32"""
"236241;""sartrouville", ile de france," france"";""27"""
"236245;""rochester hills", michigan," usa"";""35"""
"236249;""orem", utah," usa"";""23"""
"236253;""sittingbourne", england," united kingdom"";NULL"
"236257;""toronto", ontario," canada"";NULL"
"236261;""halifax", nova scotia," canada"";""23"""
"236265;""kleinmachnow", brandenburg," germany"";""26"""
"236269;""whiteman afb", missouri," usa"";""21"""
"236273;""victoria", british columbia," canada"";NULL"
"236277;""riverside", california," usa"";NULL"
"236281;""baldwinsville", new york," usa"";""24"""
"236285;""carbondale", illinois," usa"";""37"""
"236289;""piacenza", emilia romagna," italy"";""0"""
"236293;""istanbul", n/a," turkey"";""33"""
"236297;""matawan", new jersey," usa"";""23"""
"236301;""kingsley", pennsylvania," usa"";""21"""
"236305;""bielefeld", nordrhein-westfalen," germany"";""18"""
"236309;""wellington", n/a," new zealand"";NULL"
"236313;""bendigo", victoria," australia"";""45"""
"236317;""ithaca", new york," usa"";""25"""
"236321;""peterborough", ontario," canada"";""27"""
"236325;""columbus", ohio," usa"";NULL"
"236329;""northampton", massachusetts," usa"";NULL"
"236333;""asheville", north carolina," usa"";""32"""
"236337;""braselton", georgia," usa"";""41"""
"236341;""melbourne", victoria," australia"";""13"""
"236345;""manteca", california," usa"";""48"""
"236349;""fredericksburg", virginia," usa"";""39"""
"236353;""yuba city", california," usa"";NULL"
"236357;""cocoa", florida," usa"";""38"""
"236361;""beaver dam", wisconsin," usa"";NULL"
"236365;""lakeland", florida," usa"";""62"""
"236369;""victoria", british columbia," canada"";""22"""
"236373;""fairview", oklahoma," usa"";""33"""
"236377;""reading", england," united kingdom"";NULL"
"236381;""chester", south carolina," usa"";NULL"
"236385;""latrobe", pennsylvania," usa"";""54"""
"236389;""littleton", colorado," usa"";""17"""
"236393;""roma", connecticut," italy"";NULL"
"236397;""puerto la cruz", anzoátegui," venezuela"";""29"""
"236401;""mays landing", new jersey," usa"";""25"""
"236405;""lancaster", pennsylvania," usa"";""36"""
"236409;""chapel hill", north carolina," usa"";""47"""
"236413;""kadena", okinawa," japan"";""48"""
"236417;""wuerzburg", ,";NULL
236418"";""neligh", nebraska," usa"";""43"""
"236422;""lynchburg", virginia," usa"";NULL"
"236426;""kitchener", ontario," canada"";NULL"
"236431;""chester", england," united kingdom"";NULL"
"236435;""cairns", queensland," australia"";""40"""
"236439;""frederick", maryland," usa"";""14"""
"236444;""mountain view", california," usa"";NULL"
"236448;""cwmbran", wales," united kingdom"";""23"""
"236452;""milton keynes", bucks," united kingdom"";NULL"
"236456;""gijón", asturias," spain"";NULL"
"236460;""kraljevica", kvarner," \""n/a\"""";NULL"
"236464;""cheseaux-sur-lausanne", vaud," switzerland"";""23"""
"236468;""rome", rm," italy"";NULL"
"236472;""taunton", somerset," united kingdom"";""42"""
"236476;""braintree", england," united kingdom"";NULL"
"236480;""houston", texas," usa"";""34"""
"236484;""hamburg", hamburg," germany"";""25"""
"236488;""norcross", georgia," usa"";""21"""
"236492;""new york city", new york," usa"";NULL"
"236496;""sydney", new south wales," australia"";""22"""
"236500;""igualada", catalunya," spain"";""49"""
"236504;""walnut creek", california," usa"";NULL"
"236508;""high level", alberta," canada"";NULL"
"236512;""cleveland", ohio," usa"";NULL"
"236516;""brampton", ontario," canada"";""28"""
"236520;""wellington", nfa," new zealand"";NULL"
"236524;""woodford green", england," united kingdom"";""68"""
"236528;""spokane", washington," usa"";""28"""
"236532;""madison", wisconsin," usa"";NULL"
"236536;""chapel hill", north carolina," usa"";""64"""
"236540;""gothenburg", n/a," sweden"";NULL"
"236544;""lacey", washington," usa"";NULL"
"236548;""münchen", bayern," germany"";""21"""
"236552;""cuneo", piemonte," italy"";NULL"
"236556;""vancouver", british columbia," canada"";NULL"
"236560;""san diego", california," usa"";NULL"
"236564;""zeewolde", flevoland," netherlands"";NULL"
"236568;""london", england," united kingdom"";""29"""
"236572;""manarola - la spezia", liguria," italy"";NULL"
"236576;""austin", texas," usa"";NULL"
"236580;""slatersville", rhode island," usa"";NULL"
"236584;""santa clara", california," usa"";""34"""
"236588;""adelaide", south australia," australia"";NULL"
"236592;""vancouver", british columbia," canada"";""34"""
"236596;""velserbroek", noord-holland," netherlands"";NULL"
"236600;""cambridge", n/a," united kingdom"";""26"""
"236604;""salzburg", salzburg," austria"";""41"""
"236608;""dublin", n/a," ireland"";NULL"
"236612;""roseville", california," usa"";""53"""
"236616;""streamwood", illinois," usa"";""51"""
"236620;""roma", lazio," italy"";""14"""
"236624;""kilgore", texas," usa"";NULL"
"236628;""los angeles", california," usa"";NULL"
"236632;""amarillo", texas," usa"";NULL"
"236636;""north grafton", massachusetts," usa"";""40"""
"236640;""arlington", texas," usa"";NULL"
"236644;""davis", california," usa"";""36"""
"236648;""greensboro", north carolina," usa"";""29"""
"236652;""krefeld", nrw," germany"";NULL"
"236656;""austin", texas," usa"";""21"""
"236660;""bridgeport", connecticut," usa"";NULL"
"236664;""bristol", england," united kingdom"";NULL"
"236668;""kanata", ontario," canada"";""20"""
"236672;""largo", florida," usa"";""20"""
"236676;""toronto", ontario," canada"";""27"""
"236680;""n/a", n/a," united kingdom"";NULL"
"236684;""victoria", british columbia," canada"";""20"""
"236688;""brisbane", queensland," australia"";NULL"
"236692;""tallinn", n/a," estonia"";NULL"
"236696;""oakville", ontario," canada"";""25"""
"236700;""porto alegre", rio grande do sul," brazil"";NULL"
"236704;""saarbruecken", saarland," germany"";""24"""
"236708;""san jose", california," usa"";NULL"
"236712;""jonesborough", tennessee," usa"";""56"""
"236716;""hallowell", maine," usa"";""21"""
"236720;""acton", ontario," canada"";""28"""
"236724;""koshigaya-city", saitama-prf.," japan"";""41"""
"236728;""freehold", new jersey," usa"";NULL"
"236732;""rome", lazio," italy"";""44"""
"236736;""cleveland", mississippi," usa"";NULL"
"236740;""coburg", victoria," australia"";""60"""
"236744;""evergreen", colorado," usa"";""18"""
"236748;""talbott", tennessee," usa"";NULL"
"236752;""kiawah island", south carolina," usa"";""52"""
"236756;""san marcos", california," usa"";""42"""
"236761;""greenup", kentucky," usa"";NULL"
"236765;""preston", england," united kingdom"";""44"""
"236769;""tulsa", oklahoma," usa"";""46"""
"236773;""chester", england," united kingdom"";NULL"
"236777;""uhland", texas," usa"";""44"""
"236781;""pavia", lombardia," italy"";NULL"
"236785;""milano", n/a," italy"";""29"""
"236789;""ekaterinburg", ural," russia"";""52"""
"236793;""dortmund", nordrhein-westfalen," germany"";NULL"
"236797;""leduc", alberta," canada"";""50"""
"236801;""dartmouth", nova scotia," canada"";NULL"
"236805;""altamonte springs", florida," usa"";""24"""
"236809;""great falls", montana," usa"";""56"""
"236813;""baltimore", maryland," usa"";""36"""
"236817;""olympia", washington," usa"";NULL"
"236821;""arlington", virginia," usa"";NULL"
"236825;""leichlingen", nordrhein-westfalen," germany"";""43"""
"236829;""brimley", michigan," usa"";""58"""
"236833;""muskegon", michigan," usa"";""49"""
"236837;""east moline", illinois," usa"";NULL"
"236841;""north vancouver", british columbia," canada"";NULL"
"236845;""lafayette", louisiana," usa"";""60"""
"236849;""salt lake city", utah," usa"";""0"""
"236853;""greenock", scotland," united kingdom"";""50"""
"236857;""singapore", singapore," singapore"";NULL"
"236861;""san francisco", california," usa"";NULL"
"236865;""shropshire", england," united kingdom"";""21"""
"236869;""nowra", new south wales," australia"";""34"""
"236873;""perth", western australia," australia"";NULL"
"236877;""o barco de valdeorras", orense," spain"";""14"""
"236881;""haiku", ,";54"""
"236885;""fountain hills", arizona," usa"";""59"""
"236889;""chicago", illinois," usa"";NULL"
"236893;""williamsburg", virginia," usa"";""49"""
"236897;""roanoke", virginia," usa"";""48"""
"236901;""san diego", california," usa"";NULL"
"236905;""parkersburg", west virginia," usa"";NULL"
"236910;""spokane", washington," usa"";""32"""
"236914;""topanga", california," usa"";NULL"
"236918;""fort wayne", indiana," usa"";""43"""
"236922;""sedona", arizona," usa"";""64"""
"236926;""el cerrito", california," usa"";NULL"
"236930;""san diego", california," usa"";""19"""
"236934;""lake oswego", oregon," usa"";""69"""
"236938;""wodobridge", england," united kingdom"";NULL"
"236943;""evergreen", colorado," usa"";""42"""
"236947;""perhthire", scotland," united kingdom"";""27"""
"236951;""apo",ae, hawaii," germany"";""41"""
"236955;""pace", florida," usa"";""41"""
"236959;""st. louis", missouri," usa"";""35"""
"236963;""northport", new york," usa"";NULL"
"236967;""cordoba", cordoba," spain"";""25"""
"236971;""la mesa", california," usa"";NULL"
"236975;""sugar land", texas," usa"";NULL"
"236980;""washington", new jersey," usa"";""14"""
"236984;""west midlands", england," united kingdom"";""36"""
"236988;""harrisburg", pennsylvania," usa"";NULL"
"236992;""milano", lombardia," italy"";""28"""
"236996;""durham", north carolina," usa"";""20"""
"237000;""seffner", florida," usa"";NULL"
"237004;""lakeside", california," usa"";NULL"
"237008;""london", england," united kingdom"";""39"""
"237012;""rochester", new york," usa"";""26"""
"237016;""milwaukee", wisconsin," usa"";NULL"
"237020;""sydney", new south wales," australia"";""17"""
"237024;""stuttgart", baden-wuerttemberg," germany"";NULL"
"237028;""irving", texas," usa"";""34"""
"237032;""bowling green", kentucky," usa"";NULL"
"237036;""lagrande", oregon," usa"";NULL"
"237040;""point clear", alabama," usa"";NULL"
"237044;""lisboa", alabama," portugal"";""29"""
"237048;""mannheim", baden-wuerttemberg," germany"";""28"""
"237052;""longmont", colorado," usa"";""40"""
"237056;""birmingham", england," united kingdom"";""34"""
"237060;""columbia", missouri," usa"";""55"""
"237064;""oxford", ,";68"""
"237068;""vancouver", british columbia," canada"";""36"""
"237072;""apopka", florida," usa"";""38"""
"237076;""melbourne", victoria," australia"";NULL"
"237080;""fresno", california," usa"";NULL"
"237084;""portsmouth", virginia," usa"";NULL"
"237088;""campbellford", ontario," canada"";""13"""
"237092;""mainz", rheinland-pfalz," guatemala"";NULL"
"237096;""surrey", british columbia," canada"";""42"""
"237100;""qingdao", shandong," china"";NULL"
"237104;""granite bay", california," usa"";NULL"
"237108;""houston", texas," usa"";""29"""
"237112;""london", england," united kingdom"";""31"""
"237116;""bowmanville", sardegna," england"";""13"""
"237120;""montrose", iowa," usa"";NULL"
"237124;""hayesville", north carolina," usa"";""40"""
"237128;""dyer", indiana," usa"";NULL"
"237132;""columbia", missouri," usa"";""26"""
"237136;""palos hills", illinois," usa"";""26"""
"237140;""swansea", wales," united kingdom"";""23"""
"237144;""kenai", alaska," usa"";NULL"
"237148;""memphis", tennessee," usa"";NULL"
"237152;""berlin", berlin," germany"";""29"""
"237156;""manorville", new york," usa"";""55"""
"237160;""würzburg", bavaria," germany"";NULL"
"237164;""utrecht", utrecht," netherlands"";""28"""
"237168;""clovis", california," usa"";NULL"
"237172;""waterbury", connecticut," usa"";""45"""
"237176;""reading", england," united kingdom"";""18"""
"237180;""davis", california," usa"";""23"""
"237184;""melbourne", victoria," australia"";NULL"
"237188;""columbia", south carolina," usa"";NULL"
"237192;""portland", oregon," usa"";NULL"
"237196;""miami", florida," usa"";""14"""
"237200;""hemel hempstead", hertfordshire," england"";NULL"
"237204;""aitkin", minnesota," usa"";NULL"
"237208;""doerentrup", nordrhein-westfalen," germany"";NULL"
"237212;""gautier", mississippi," usa"";""23"""
"237216;""richmond", surrey," united kingdom"";""33"""
"237220;""buffalo grove", illinois," usa"";""19"""
"237224;""mims", florida," usa"";NULL"
"237228;""asheville", north carolina," usa"";NULL"
"237232;""stutensee", baden-wuerttemberg," germany"";NULL"
"237236;""houston", texas," usa"";""17"""
"237240;""calgary", alberta," canada"";NULL"
"237244;""ladysmith", british columbia," canada"";""23"""
"237248;""udine", friuli venezia giulia," italy"";""39"""
"237252;""ridgewood", new jersey," usa"";NULL"
"237256;""aachen", nordrhein-westfalen," germany"";""23"""
"237260;""deshler", ohio," usa"";""44"""
"237264;""cairo", n/a," egypt"";""35"""
"237268;""springfield", illinois," usa"";""42"""
"237272;""melbourne", victoria," australia"";NULL"
"237276;""montreal", quebec," canada"";NULL"
"237280;""orense", galicia," spain"";""30"""
"237284;""bilbao", pais vasco," spain"";""25"""
"237288;""valley springs", california," usa"";""60"""
"237292;""santa maria hoé", lombardia," italy"";""29"""
"237296;""charleston", west virginia," usa"";""23"""
"237300;""torino", piemonte," italy"";NULL"
"237304;""cakovec", cakovec," croatia"";""18"""
"237308;""evergreen", colorado," usa"";""51"""
"237312;""cavezzo", emilia romagna," italy"";""28"""
"237316;""crosby", texas," usa"";""19"""
"237320;""dekalb", illinois," usa"";""65"""
"237324;""beijing", beijing," china"";NULL"
"237328;""goshen", indiana," usa"";NULL"
"237332;""muskegon", michigan," usa"";""43"""
"237336;""santa cruz", california," usa"";NULL"
"237340;""dexter", maine," usa"";""32"""
"237344;""minneapolis", minnesota," usa"";""18"""
"237348;""singapore", toa payoh," singapore"";""18"""
"237352;""kathmandu", n/a," nepal"";""32"""
"237356;""los angeles", california," usa"";""36"""
"237360;""chalfont", pennsylvania," usa"";NULL"
"237364;""aquebogue", new york," usa"";""57"""
"237368;""milano", milano," italy"";NULL"
"237372;""mansfield", pennsylvania," usa"";NULL"
"237376;""sandpoint", idaho," usa"";""19"""
"237380;""manila", n/a," philippines"";""22"""
"237384;""dortmund", nrw," germany"";NULL"
"237388;""sanford", manitoba," canada"";""17"""
"237392;""corinth", texas," usa"";""43"""
"237396;""bristol", england," united kingdom"";NULL"
"237400;""san jose", california," usa"";""50"""
"237404;""spokane", washington," usa"";""33"""
"237408;""atlanta", georgia," usa"";""26"""
"237413;""milwaukee", ,";NULL
237414"";""overland", missouri," usa"";""46"""
"237418;""london", bermondsey," united kingdom"";NULL"
"237422;""leipzig", sachsen," germany"";NULL"
"237426;""tallahassee", florida," usa"";""32"""
"237430;""lake hopatcong", new jersey," usa"";NULL"
"237434;""bynum", north carolina," usa"";NULL"
"237438;""roma", lazio," italy"";""20"""
"237442;""brampton", ontario," canada"";NULL"
"237447;""london", n/a," united kingdom"";NULL"
"237451;""fresno", california," usa"";""28"""
"237455;""southampton", hampshire," united kingdom"";NULL"
"237459;""north haven", nsw," australia"";""42"""
"237463;""birmingham", england," united kingdom"";NULL"
"237467;""derby", england," united kingdom"";""36"""
"237471;""calgary", alberta," canada"";NULL"
"237475;""traverse city", michigan," usa"";""16"""
"237479;""acampo", california," usa"";""18"""
"237483;""terry", mississippi," usa"";NULL"
"237487;""st.anthony", idaho," usa"";""20"""
"237491;""melbourne", victoria," australia"";NULL"
"237495;""singapore", singapore," singapore"";""16"""
"237499;""moscow", moscow," russia"";NULL"
"237503;""pasadena", california," usa"";NULL"
"237507;""maidenhead", berkshire," united kingdom"";NULL"
"237511;""london", n/a," united kingdom"";NULL"
"237515;""oxford", england," united kingdom"";""36"""
"237519;""volos", magnisia," greece"";""17"""
"237523;""charlotte", north carolina," usa"";NULL"
"237527;""akron", ohio," usa"";NULL"
"237531;""sydney", new south wales," australia"";""14"""
"237535;""forest hills", new york," usa"";NULL"
"237539;""boise", idaho," usa"";NULL"
"237543;""winchester", kentucky," usa"";""38"""
"237547;""kherson", kherson," ukraine"";""19"""
"237551;""london", england," united kingdom"";""32"""
"237555;""chalfont", pennsylvania,";NULL
237556"";""kanata", ontario," canada"";NULL"
"237560;""bundoora", victoria," australia"";""21"""
"237564;""edinburgh", scotland," united kingdom"";""30"""
"237568;""stafford", virginia," usa"";""11"""
"237572;""norwich", norfolk," united kingdom"";""37"""
"237576;""beijing", beijing," china"";NULL"
"237580;""exton", pennsylvania," usa"";NULL"
"237584;""winchester", indiana," usa"";""66"""
"237588;""kuala lumpur", n/a," malaysia"";""16"""
"237592;""bengbu", anhui," china"";NULL"
"237596;""hitchin", england," united kingdom"";""36"""
"237600;""kenner", louisiana," usa"";NULL"
"237604;""bodmin", cornwall," united kingdom"";""46"""
"237608;""udine", friuli venezia giulia," l`italia"";""27"""
"237612;""east point", georgia," usa"";""30"""
"237616;""tucson", arizona," usa"";NULL"
"237620;""williamstown", massachusetts," usa"";NULL"
"237624;""toulouse", midi-pyrénées," france"";""56"""
"237628;""fitzroy north", victoria," australia"";""50"""
"237632;""cleveland", ohio," usa"";""15"""
"237636;""mount jewett", pennsylvania," usa"";""24"""
"237640;""narragansett", rhode island," usa"";NULL"
"237644;""south yarmouth", massachusetts," usa"";""47"""
"237648;""toronto", ontario," canada"";""32"""
"237652;""saint paul", minnesota," usa"";""1"""
"237656;""providence", rhode island," usa"";""31"""
"237660;""rockhampton", queensland," australia"";NULL"
"237664;""san jose", california," usa"";NULL"
"237668;""jackson", mississippi," usa"";NULL"
"237672;""edinburgh", scotland," united kingdom"";NULL"
"237676;""windsor", connecticut," usa"";""29"""
"237680;""la mesa", california," usa"";NULL"
"237684;""oakland", california," usa"";NULL"
"237689;""brooklyn", new york," usa"";NULL"
"237693;""albuquerque", ,";43"""
"237697;""liverpool", england," united kingdom"";""24"""
"237701;""ann arbor", michigan," usa"";""34"""
"237705;""crows nest", new south wales," australia"";""24"""
"237709;""teignmouth", england," united kingdom"";""15"""
"237713;""cleveland", ohio," usa"";""53"""
"237717;""ucluelet", british columbia," canada"";NULL"
"237721;""aachen", nordrhein-westfalen," germany"";NULL"
"237725;""grimsby", england," united kingdom"";""39"""
"237729;""seattle", washington," usa"";""56"""
"237733;""wasola", missouri," usa"";""54"""
"237737;""paulden", arizona," usa"";""47"""
"237741;""douglasville", georgia," usa"";NULL"
"237745;""edmonton", alberta," canada"";""58"""
"237749;""burton", michigan," usa"";NULL"
"237753;""bozman", maryland," usa"";NULL"
"237757;""whitehouse", ," usa"";NULL"
"237761;""columbus", ohio," usa"";NULL"
"237765;""tucson", arizona," usa"";""15"""
"237769;""milwaukee", wisconsin," usa"";NULL"
"237773;""winnipeg", manitoba," canada"";""32"""
"237777;""portland", oregon," usa"";NULL"
"237781;""gallarate (va)", lombardia," italy"";""47"""
"237785;""varese", varese," italy"";NULL"
"237789;""spangdahlem", ,";22"""
"237793;""sevilla", andalucía," spain"";""44"""
"237797;""houma", ,";NULL
237798"";""falkirk", scotland," united kingdom"";""21"""
"237802;""gijon", asturias," spain"";""27"""
"237806;""bandar seri begawan", n/a," brunei"";""15"""
"237810;""portland", maine," usa"";""23"""
"237814;""ottawa", ontario," canada"";NULL"
"237818;""kentwood", michigan," usa"";NULL"
"237822;""grayson", georgia," usa"";""36"""
"237826;""lewes", delaware," usa"";NULL"
"237830;""christchurch", canterbury," new zealand"";""27"""
"237834;""san francisco", california," usa"";""31"""
"237838;""farmington hills", michigan," usa"";""13"""
"237842;""palakkad", kerala," india"";""19"""
"237846;""homer city", pennsylvania," usa"";""57"""
"237850;""new york", new york," usa"";NULL"
"237854;""mineral wells", texas," usa"";NULL"
"237858;""laconia", indiana," usa"";NULL"
"237862;""newark", delaware," usa"";NULL"
"237866;""schofield", wisconsin," usa"";""51"""
"237870;""san diego", california," usa"";NULL"
"237874;""kenmore", washington," usa"";NULL"
"237878;""hyd", andhra pradesh," india"";NULL"
"237882;""eagan", minnesota," usa"";NULL"
"237886;""corvallis", oregon," usa"";NULL"
"237890;""chestnut hill", massachusetts," usa"";NULL"
"237894;""milano", lombardia," italy"";""26"""
"237898;""salt lake city", utah," usa"";NULL"
"237902;""barcelona", barcelona," spain"";""31"""
"237906;""cuernavaca", morelos,";26"""
"237910;""kernersville", north carolina," usa"";""21"""
"237914;""port murray", new jersey," usa"";""34"""
"237918;""paterson", new jersey," usa"";NULL"
"237922;""el cajon", california," usa"";""48"""
"237926;""southampton", england," united kingdom"";""27"""
"237930;""york", pennsylvania," usa"";NULL"
"237934;""zaragoza", aragón," spain"";""18"""
"237938;""fairfax", virginia," usa"";""62"""
"237942;""edgewater", florida," usa"";""58"""
"237946;""chennai", nebraska," india"";""23"""
"237950;""roeland park", kansas,";NULL
237951"";""mohegan lake", new york," usa"";NULL"
"237955;""oil city", pennsylvania," usa"";NULL"
"237959;""new york", new york," usa"";""29"""
"237963;""nashville", tennessee," usa"";""53"""
"237967;""ashland", oregon," usa"";""61"""
"237971;""badalona", barcelona," spain"";""34"""
"237975;""grosse pointe farms", michigan," usa"";NULL"
"237979;""odense", odense," denmark"";NULL"
"237983;""san carlos", california," usa"";NULL"
"237987;""naperville", illinois," usa"";NULL"
"237991;""freiburg", baden-wuerttemberg," germany"";""28"""
"237995;""colorado springs", colorado," usa"";""37"""
"237999;""summerfield", north carolina," usa"";""36"""
"238004;""miami", florida," usa"";""25"""
"238008;""edmond", oklahoma," usa"";""36"""
"238012;""hannibal", new york," usa"";NULL"
"238016;""hyattsville", maryland," usa"";NULL"
"238020;""singapore", tennessee," singapore"";""22"""
"238024;""sugar land", texas," usa"";NULL"
"238028;""sf", california," usa"";NULL"
"238032;""kenner", louisiana," usa"";""34"""
"238036;""val d`isère", savoie," france"";""26"""
"238040;""colchester", vermont," usa"";NULL"
"238044;""sapporo", hokkaido," japan"";NULL"
"238048;""melbourne", victoria," australia"";""24"""
"238052;""hazelwood", missouri," usa"";NULL"
"238056;""rapid city", south dakota," usa"";""26"""
"238060;""benicia", california," usa"";NULL"
"238064;""southside", alabama," usa"";""48"""
"238068;""n/a", n/a," united kingdom"";""37"""
"238072;""new york", new york," usa"";NULL"
"238076;""wilton", wisconsin," usa"";""16"""
"238080;""gladstone", oregon," usa"";""70"""
"238084;""las vegas", nevada," usa"";NULL"
"238088;""madrid", madrid," spain"";NULL"
"238092;""torrance", california," usa"";""36"""
"238096;""victor", new york," usa"";""41"""
"238100;""chennai", tamilnadu," india"";""35"""
"238104;""viterbo", lazio," italy"";NULL"
"238108;""london", england," united kingdom"";NULL"
"238112;""davenport", iowa," usa"";""17"""
"238116;""ann arbor", michigan," usa"";NULL"
"238120;""louisville", kentucky," usa"";""25"""
"238124;""lennon", michigan," canada"";NULL"
"238128;""mhjh", arkansas," usa"";""14"""
"238132;""sydney", new south wales," australia"";""59"""
"238136;""são paulo", são paulo," brazil"";""52"""
"238140;""ovilla", texas," usa"";""59"""
"238144;""lakeland", florida," usa"";""31"""
"238148;""new york", new york," usa"";""22"""
"238152;""toronto", ontario," canada"";""60"""
"238156;""mamitouwadge", ontario," canada"";NULL"
"238160;""oxford", oxon," united kingdom"";""34"""
"238164;""raleigh", north carolina," usa"";""42"""
"238168;""crystal lake", illinois," usa"";""40"""
"238172;""bathurst", new south wales," australia"";""16"""
"238176;""west allis", wisconsin," usa"";""24"""
"238180;""bremerton", washington," usa"";NULL"
"238184;""stockton", california," usa"";NULL"
"238188;""newport", delaware," usa"";""32"""
"238192;""maple ridge", british columbia," canada"";NULL"
"238196;""hastings", pennsylvania," usa"";""36"""
"238200;""york", pennsylvania," usa"";""32"""
"238204;""littleton", colorado," usa"";NULL"
"238208;""mainz", rheinland-pfalz," germany"";""41"""
"238212;""wasilla", alaska," usa"";""33"""
"238216;""hicksville", new york," usa"";""36"""
"238220;""taylor", texas," usa"";""34"""
"238224;""tempe", arizona," usa"";""28"""
"238228;""hove", england," united kingdom"";""37"""
"238232;""solon", ohio," usa"";NULL"
"238236;""oakland", california," usa"";""31"""
"238240;""missoula", montana," usa"";NULL"
"238244;""pell city", alabama," usa"";""21"""
